behavior,n_true_bouts,n_pred_bouts,tp,fp,fn,bout_precision,bout_recall,bout_f1,mean_matched_iou,record_key,mouse_record,sex_group,version,annotator_a,annotator_b
0,31,25,23,2,8,0.92,0.7419354838709677,0.8214285714285714,0.9175744989869763,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator6
1,30,24,22,2,8,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8178055538848443,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator6
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator6
0,31,24,23,1,8,0.9583333333333334,0.7419354838709677,0.8363636363636364,0.9062019395481097,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator7
1,30,23,22,1,8,0.9565217391304348,0.7333333333333333,0.8301886792452831,0.8584954520005996,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator7
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator7
0,31,24,23,1,8,0.9583333333333334,0.7419354838709677,0.8363636363636364,0.8845805178640961,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator8
1,30,23,21,2,9,0.9130434782608695,0.7,0.7924528301886793,0.7904925927182763,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator8
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator2,annotator8
0,30,29,25,4,5,0.8620689655172413,0.8333333333333334,0.847457627118644,0.9404619399500795,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator4
1,29,28,23,5,6,0.8214285714285714,0.7931034482758621,0.8070175438596492,0.885532149792219,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator4
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator4
0,30,27,25,2,5,0.9259259259259259,0.8333333333333334,0.8771929824561403,0.9551546935553504,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator5
1,29,26,22,4,7,0.8461538461538461,0.7586206896551724,0.8,0.9134716190540373,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator5
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator5
0,30,25,23,2,7,0.92,0.7666666666666667,0.8363636363636363,0.961287805306342,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator6
1,29,24,21,3,8,0.875,0.7241379310344828,0.7924528301886793,0.8877749309585289,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator6
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator6
0,30,24,24,0,6,1.0,0.8,0.888888888888889,0.9604256224434629,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator7
1,29,23,21,2,8,0.9130434782608695,0.7241379310344828,0.8076923076923076,0.9185745067898103,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator7
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator7
0,30,24,23,1,7,0.9583333333333334,0.7666666666666667,0.8518518518518519,0.9150994354785018,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator8
1,29,23,19,4,10,0.8260869565217391,0.6551724137931034,0.7307692307692308,0.8339809156150628,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator8
annotator_multi3,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator3,annotator8
0,29,27,25,2,4,0.9259259259259259,0.8620689655172413,0.8928571428571429,0.9522005728206482,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator5
1,28,26,22,4,6,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.9044245000641673,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator5
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator5
0,29,25,24,1,5,0.96,0.8275862068965517,0.888888888888889,0.9378514712857612,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator6
1,28,24,21,3,7,0.875,0.75,0.8076923076923077,0.8774262460264158,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator6
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator6
0,29,24,24,0,5,1.0,0.8275862068965517,0.9056603773584906,0.9614869699718609,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator7
1,28,23,21,2,7,0.9130434782608695,0.75,0.8235294117647057,0.8974765702574666,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator7
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator7
0,29,24,24,0,5,1.0,0.8275862068965517,0.9056603773584906,0.9188661930778087,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator8
1,28,23,20,3,8,0.8695652173913043,0.7142857142857143,0.7843137254901961,0.8124881152132456,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator8
annotator_multi4,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator4,annotator8
0,27,25,25,0,2,1.0,0.9259259259259259,0.9615384615384615,0.9440718645678,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator6
1,26,24,23,1,3,0.9583333333333334,0.8846153846153846,0.9199999999999999,0.8754448772114375,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator6
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator6
0,27,24,24,0,3,1.0,0.8888888888888888,0.9411764705882353,0.9528520313881114,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator7
1,26,23,22,1,4,0.9565217391304348,0.8461538461538461,0.8979591836734695,0.9330469843466431,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator7
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator7
0,27,24,24,0,3,1.0,0.8888888888888888,0.9411764705882353,0.9275612240471826,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator8
1,26,23,22,1,4,0.9565217391304348,0.8461538461538461,0.8979591836734695,0.8250318385215255,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator8
annotator_multi5,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator5,annotator8
0,25,24,23,1,2,0.9583333333333334,0.92,0.9387755102040817,0.9363162149353698,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator6,annotator7
1,24,23,22,1,2,0.9565217391304348,0.9166666666666666,0.9361702127659574,0.9077689274353961,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator6,annotator7
annotator_multi6,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator6,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator6,annotator7
0,25,24,23,1,2,0.9583333333333334,0.92,0.9387755102040817,0.8996419564110354,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator6,annotator8
1,24,23,19,4,5,0.8260869565217391,0.7916666666666666,0.8085106382978724,0.8374249976625746,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator6,annotator8
annotator_multi6,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator6,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator6,annotator8
0,24,24,23,1,1,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9197579382356681,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator7,annotator8
1,23,23,20,3,3,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8358815888380858,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator7,annotator8
annotator_multi7,1,0,0,0,1,,0.0,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator7,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator7,annotator8
0,10,10,10,0,0,1.0,1.0,1.0,0.9536614039418785,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator2
1,10,10,10,0,0,1.0,1.0,1.0,0.9413937869082349,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator2
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator2
annotator_multi2,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator2
0,10,12,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.9567206983563812,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator3
1,10,12,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.9028056740393946,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator3
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator3
0,10,15,9,6,1,0.6,0.9,0.7200000000000001,0.8940662263602681,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator4
1,10,15,10,5,0,0.6666666666666666,1.0,0.8,0.9108129509460443,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator4
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator4
0,10,2,0,2,10,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator5
1,10,1,0,1,10,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator5
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator5
0,10,10,9,1,1,0.9,0.9,0.9,0.9892403664326577,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator6
1,10,10,10,0,0,1.0,1.0,1.0,0.9387207989181151,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator6
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator6
0,10,9,9,0,1,1.0,0.9,0.9473684210526316,0.9163255352270944,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator7
1,10,9,9,0,1,1.0,0.9,0.9473684210526316,0.9423529896509419,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator7
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator7
0,10,10,10,0,0,1.0,1.0,1.0,0.926781137234947,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator8
1,10,10,9,1,1,0.9,0.9,0.9,0.8796482835645562,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator8
annotator_multi1,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator1,annotator8
0,10,12,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.9176418102482288,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator3
1,10,12,10,2,0,0.8333333333333334,1.0,0.9090909090909091,0.8739295280413423,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator3
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator3
0,10,15,10,5,0,0.6666666666666666,1.0,0.8,0.886744734223012,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator4
1,10,15,10,5,0,0.6666666666666666,1.0,0.8,0.9200122055497439,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator4
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator4
0,10,2,0,2,10,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator5
1,10,1,0,1,10,0.0,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator5
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator5
0,10,10,10,0,0,1.0,1.0,1.0,0.9606147795938815,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator6
1,10,10,10,0,0,1.0,1.0,1.0,0.9374854263831504,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator6
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator6
0,10,9,9,0,1,1.0,0.9,0.9473684210526316,0.9489321261806926,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator7
1,10,9,9,0,1,1.0,0.9,0.9473684210526316,0.953947676951755,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator7
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator7
0,10,10,10,0,0,1.0,1.0,1.0,0.950643262120116,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator8
1,10,10,9,1,1,0.9,0.9,0.9,0.8808095999064309,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator8
annotator_multi2,1,0,0,0,1,,0.0,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator2,annotator8
0,12,15,10,5,2,0.6666666666666666,0.8333333333333334,0.7407407407407408,0.9090078606576588,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator3,annotator4
1,12,15,10,5,2,0.6666666666666666,0.8333333333333334,0.7407407407407408,0.8387297124078291,Female_likely/Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49,Female_likely,v1,annotator3,annotator4
